title;company;location;description
DESARROLLADOR MÓVIL REACT NATIVE;por defecto;por defecto;Somos una empresa que desarrolla diversas soluciones tecnológicas, con las cuales buscamos ayudar a mejorar la calidad de vida de las personas. Actualmente estamos trabajando en aplicaciones de seguridad, salud, actividad física, entre otras. Tenemos un equipo pequeño en formación, conformado por desarrolladores, ingenieros informáticos y diseñador gráfico. En estos momentos nos encontramos a punto de lanzar 2 aplicaciones al mercado, relacionadas con la salud y seguridad. Es por esto que necesitamos ampliar el equipo de desarrollo para entregar el soporte necesario e implementar mejoras a estas aplicaciones. Funciones Como desarrollador móvil te encargarás de mantener, desarrollar y aplicar modificaciones a aplicaciones existentes y otras en las que se debe comenzar a desarrollar. Estarás encargado de: • Mantener y mejorar las funcionalidades de aplicaciones actuales • Participar en el desarrollo de nuevas aplicaciones • Aplicar nuevas funcionalidades a las aplicaciones ya existentes • Implementar nuevos diseños a las aplicaciones (entregados por los diseñadores) Trabajarás con un equipo de desarrolladores, ingenieros informáticos y diseñadores en el desarrollo de aplicaciones móviles, paneles (front end) y backend. Requisitos Buscamos alguien con al menos 2 año de experiencia en React Native. Los siguientes conocimientos y habilidades son requeridos: • JavaScript • React (Indispensable) • React Native (Indispensable) • Conocimiento para implementar módulos nativos a React Native • Uso de axios para la conexión con api rest • Debes saber llevar un diseño en Adobe XD a React Native • GIT • SASS • Es muy importante que seas pro-activo y puedas encontrar soluciones a los problemas que se vayan presentando • No es necesario un título para postular Nuestras plataformas utilizan Firebase, es ideal si tienes conocimiento en esto. Si no los tienes, se espera que los puedas ir adquiriendo a medida que te involucres con esas funcionalidades.
SOCIO/A CON HABILIDADES EN FRONTEND;por defecto;por defecto;Nuestra escuela busca un socio/a que se quiera integrar para dar clases y potenciar la escuela ligada a desarrollar habilidades digitales. En primera instancia la idea es hacer match para sacar adelante el proyecto y potencial negocio, por lo que en este camino entre socios sería la repartición del 50% de las utilidades para cada uno. Menciono esto ya que pretendo ser transparente, no es una oferta de trabajo convencional, sino más bien se enfoca en la búsqueda de socios o socias que tengan habilidades en html, css, javascript, react y otras tecnologías para ser parte de la escuela.
CONSULTOR SAP SD;por defecto;por defecto;En ACL empresa líder de Tecnología con más de 30 años de trayectoria, nos encontramos en búsqueda de un profesional, para desempeñarse como Consultor SAP SD, con experiencia comprobada, trabajar en modalidad hibrida, para Santiago Centro - Chile: Requerimientos: Especialista en la gestión de ventas (sales) y distribución (distribution) Implementar y configurar el módulo SAP SD, incluyendo la gestión de pedidos, facturación, distribución, precios y crédito. Algunos de los beneficios que puedes acceder: Seguro Complementario de Salud y Seguro de Vida Cursos gratis en ACL Academy Beca para amigos/familia en Academy Invitaciones al TechDay de ACL mensual Unirte a un gran equipo de trabajo con acompañamiento continuo. Bonos x Eventos. Y muchos más beneficios! *Trabajamos bajo la ley 21.015 de inclusión de personas con discapacidad, todos son invitados a participar Si quieres unirte a los #acelianos y ser parte de este gran equipo de trabajo, no dudes en postular por el portal o enviándonos tu cv a seleccion@acl.cl
SAP HCM PAYROLL;por defecto;por defecto;En ACL empresa líder de Tecnología con más de 30 años de trayectoria, nos encontramos en búsqueda de un profesional, con estudios en Ingeniería en Telecomunicaciones / Informática, o carrera a fin , para desempeñarse como SAP HCM Payroll, trabajo en modalidad remota: Requerimientos: Mejoras SAP HR BHP Responsable de diseñar, crear y configurar aplicaciones para cumplir con los requisitos de las aplicaciones y los procesos comerciales Experto en la materia (PYME), colabore y gestione el equipo para su desempeño y tome decisiones en equipo. Se requiere dominio experto en SAP HCM Payroll Dominio avanzado de SAP SuccessFactors Employee Central Payroll Dominio intermedio de SAP HCM Time Management. Exp. Empresa Oil and Gas Nivel de Ingles Avanzado Algunos de los beneficios que puedes acceder: Seguro Complementario de Salud y Seguro de Vida Cursos gratis en ACL Academy Beca para amigos/familia en Academy Invitaciones al TechDay de ACL mensual Unirte a un gran equipo de trabajo con acompañamiento continuo. Bonos x Eventos. Y muchos más beneficios! *Trabajamos bajo la ley 21.015 de inclusión de personas con discapacidad, todos son invitados a participar Si quieres unirte a los #acelianos y ser parte de este gran equipo de trabajo, no dudes en postular por el portal o enviándonos tu cv a seleccion@acl.cl
INGENIERO RED HAT OPENSHIFT – CONTRATO 3 MESES.;por defecto;por defecto;Al menos 2 años de experiencia en: • Instalación y configuración de microservicios Red Hat SSO. • Revisión, análisis y corrección de Pipeline y POD que corran sobre Openshift en los 3 ambientes DES, QAS y PRD. • Levantamiento de nuevos Pipeline, Servicios y POD sobre cualquiera de los 3 ambientes DES, QAS y PRD de Openshift. • Microservicios Red Hat Fuse (RH Fuse). • Soporte RedHat ARO • Trabajo Hibrido (3 días remotos y 2 presencial en Quilicura) Interesados o referidos favor enviar cv actualizado a jgonzalez@bctecnologia.com indicando en asunto de e-mail cargo al cual postula (Ingeniero Red Hat Openshift)
DATA ENGINEER SEMI SENIOR;por defecto;por defecto;En ACL empresa líder de Tecnología con más de 30 años de trayectoria, nos encontramos en búsqueda de 5 profesionales, para desempeñarse como Data Engineer Semi Senior, con 4 años de experiencia, trabajar en modalidad remota: Requerimientos: Manejo de bases de datos Relacionales: MySQL, PostgreSQL, Oracle, SQL Server. Manejo de bases de datos no relacionales: MongoDB, Cassandra, Redis, Hadoop Experiencia en el diseño y mantenimiento de pipelines de datos Diseño eficiente de modelos de datos y arquitectura de almacenamiento Algunos de los beneficios que puedes acceder: Seguro Complementario de Salud y Seguro de Vida Cursos gratis en ACL Academy Beca para amigos/familia en Academy Invitaciones al TechDay de ACL mensual Unirte a un gran equipo de trabajo con acompañamiento continuo. Bonos x Eventos. Y muchos más beneficios! *Trabajamos bajo la ley 21.015 de inclusión de personas con discapacidad, todos son invitados a participar Si quieres unirte a los #acelianos y ser parte de este gran equipo de trabajo, no dudes en postular por el portal o enviándonos tu cv a seleccion@acl.cl
ANALISTA DESARROLLADOR;por defecto;por defecto;Empresa de servicios e implementación de proyectos de tecnología e informática ITSS CORP, para su área de nuevos proyectos de desarrollo requiere incorporar recursos técnicos idealmente con los siguientes conocimientos: Analista Programador, egresados de carreras afines. • Experiencia deseable al menos 2 años. • Conocimiento en Power BI. (semi senior) • Conocimientos en la confección de los DashBoard • Conocimientos de herramientas UX / UI, deseable (no excluyente). • Conocimientos en lenguajes de programación JavaScript Node, ReactNative, Express, Html5/CSS, PHP, JQuery. • Bases de datos Relacionales o SQL, MYSQL, PostgreSQL, Integraciones con API REST, Web Services. • Colaborar y ser parte del análisis, diseño y modelación de las soluciones que necesitamos desarrollar e implementar a clientes. • Elaborar planes de trabajo en conjunto con otros colaboradores. • Generar innovación con la utilización de nuevas tecnologías que permita resolver las problemáticas del área de forma eficiente. • Aumentar capacidad de análisis de datos. • Desarrollar y automatizar sistemas. • Desarrollo de códigos de integración de diversas bases de datos. • Deseable experiencia en análisis de requerimientos, estimación, diseño, desarrollo, pruebas y documentación Habilidades: Ser ágil, proactivo, responsable, que estés en búsqueda de innovación. Ser parte e integrarse de manera completa a unidad de servicio para nuevos proyectos. ¡¡Te esperamos, EXITO!!
ANALISTA DE SEGURIDAD N1 (OFERTA INCLUSIVA);por defecto;por defecto;¡Únete a una empresa líder en tecnología! Estamos en busca de un/a Analista De Seguridad NIVEL 1 apasionado/a por tecnología y la ciberseguridad. Serás parte fundamental de nuestro equipo. Queremos que sea parte de el. Tu función será Velar en cumplimiento de controles de ciberseguridad. (Herramientas tecnicas) manejar y desarrollar (shell script, python, perl, etc). trabajar en base datos, sistemas operativos (Windows / Linux) y Networking. Deseable certificaciones en alguna de estas ramas. identificar, analizar cualquier issue de seguridad y escalar de manera ágil para su mitigación. Realizar seguimiento.) Que Buscamos Mínimo 2 años de experiencia en función similar Ingeniero en ciberseguridad, informática, o carrera a fin Excelentes habilidades de comunicación escrita y oral, así como excelente presentación. Disponibilidad para trabajar en turnos Rotativos. Deseables certificaciones de GIAC SOC, CompTIA CySA+. Inglés oral y escrito intermedio manejo de programación y desarrollo (shell script, python, perl, etc). Experiencia en base datos, sistemas operativos (Windows / Linux) y Networking. Experiencia en controles de ciberseguridad. (Herramientas técnicas)
GESTOR DE DESPACHO - SANTIAGO;por defecto;por defecto;¡Ésta es tu oportunidad! Responsable de la asignación de las Tareas a los Teams de una forma eficaz y eficiente, verificando que cuenten con la toda información para llevar a cabo los trabajos requeridos, documentando información relevante en éstas. Además, genera solicitudes de permisos, repuestos, recursos especiales y llaves. Diariamente, debe velar por que todas las Tareas sean ejecutadas o canceladas. ¿Cuáles son las actividades? Recepción de tareas solicitadas por el cliente. Coordinar, evaluar, derivar y gestionar las tareas solicitadas. Genera solicitudes de permisos, repuestos, recursos especiales y llaves. Brindar apoyo en terreno y notificar problemas presentados. Realizar seguimiento, registrar y documentar el progreso de las tareas asignada. Requisitos ¿Qué buscamos? Experiencia de al menos un año en áreas similares. Deseable conocimiento en cargos de despacho, administración de recursos técnicos, conocimiento de telecomunicaciones. Conocimientos básicos en Excel y plataformas de gestión. Habilidad para trabajar bajo presión. Tenes disponibilidad 24/7 para realizar turnos rotativos. Los turnos rotativos son de lunes a domingo, considerando las 45 horas semanales (Turno día, Tarde-noche, Noche), fines de semana libres de acuerdo con el marco legal. Beneficios ¿Qué ofrecemos? Contrato de trabajo Seguro complementario de salud y Vida Caja de Compensaciones Los Andes Otros Beneficios y Convenios
CONSULTOR DATA ENGINEER;por defecto;por defecto;Nos encontramos en búsqueda de un Consultor Data Engineer, con al menos 3 años de experiencia, para trabajar con uno de nuestros clientes. Excluyente: Manejo de bases de datos Relacionales: MySQL, PostgreSQL, Oracle, SQL Server. Manejo de bases de datos no relacionales: MongoDB, Cassandra, Redis, Hadoop Experiencia en el diseño y mantenimiento de pipelines de datos Diseño eficiente de modelos de datos y arquitectura de almacenamiento Formación Académica: Ingeniería de Ejecución en Informática, Analista Programador, Informática o carrera afín, Titulado Se Ofrece: Tipo Contrato: Proyecto Modalidad de trabajo: Presencial Horario: Lunes a viernes de 09:00 a 18:00 hrs
GESTOR DE DESPACHO PARA EMPRESA DE TELECOMUNICACIONES - SANTIAGO;por defecto;por defecto;¡Ésta es tu oportunidad! Responsable de la asignación de las Tareas a los Teams de una forma eficaz y eficiente, verificando que cuenten con la toda información para llevar a cabo los trabajos requeridos, documentando información relevante en éstas. Además, genera solicitudes de permisos, repuestos, recursos especiales y llaves. Diariamente, debe velar por que todas las Tareas sean ejecutadas o canceladas. ¿Cuáles son las actividades? Recepción de tareas solicitadas por el cliente. Coordinar, evaluar, derivar y gestionar las tareas solicitadas. Genera solicitudes de permisos, repuestos, recursos especiales y llaves. Brindar apoyo en terreno y notificar problemas presentados. Realizar seguimiento, registrar y documentar el progreso de las tareas asignada. Requisitos ¿Qué buscamos? Experiencia de al menos un año en áreas similares. Deseable conocimiento en cargos de despacho, administración de recursos técnicos, conocimiento de telecomunicaciones. Conocimientos básicos en Excel y plataformas de gestión. Habilidad para trabajar bajo presión. Tenes disponibilidad 24/7 para realizar turnos rotativos. Los turnos rotativos son de lunes a domingo, considerando las 45 horas semanales (Turno día, Tarde-noche, Noche), fines de semana libres de acuerdo con el marco legal. Beneficios ¿Qué ofrecemos? Contrato de trabajo Seguro complementario de salud y Vida Caja de Compensaciones Los Andes Otros Beneficios y Convenios
DEVELOPER SENIOR-CONOCIMIENTO APIGEE;por defecto;por defecto;Empresa de Servicios y Consultoría en el área de TI buscamos a un Desarrollador con experiencia en ApiGee, para proyecto en el rubro bancario.Con el fin de entregar un producto a través del desarrollo, a partir de definiciones claras; se requiere contratar a un especialista del área de la informática o a fines, cuyas funciones son: • Creación y diseño de nuevos sistemas • Realizar modificaciones al código existente • Interactuar con diversas áreas de la organización • Probar continuidad del producto desarrollado • Corregir errores presentes en los sistemas • Apoyo en la elaboración de avance del proyecto Requisitos: • Carreras de sistemas o afines. • 5 años de experiencia • Habilidades técnicas: Experiencia en ApiGee, Angular e Integración con Microservicios. • Opcionales: Springboot • Recomendable experiencia en Banca, Agilidad con Scrum. Habilidades blandas: • Facilidad en relacionarse con otros equipos técnicos. • Trabajo en equipo. • Empatía. • Proactivo. • Creatividad.
SCRUM MASTER NEXE - GRAN CONCEPCIÓN;por defecto;por defecto;Importante empresa especializada en registro y desarrollo de software para la gestión de datos e información, busca cubrir cargo de SCRUM MASTER NEXE, para dependencias ubicadas en el Gran Concepción. Objetivo: - Dirigir y gestionar una célula de trabajo orientada a la instalación y soporte de dispositivos y equipos. - Entre sus principales funciones se encuentra: - Promover la dinámica de equipo - Planificación de Sprints - Gestionar reuniones diarias - Descartar dificultades - Análisis Restrospectivos - Trabajar dentro de los Plazos y Presupuestos Es fundamental contar con capacidd para resolver problemas, saber gestionar y adaptarse a cambios, como tambien mantener una buena comunicacion con los equipos de trabajo. Dada la carga laboral y multiples tareas, se debe tener importante foco en la organziacion y planificacion de tareas. Requisitos formales: - Poseer título profesional de Ingeniería Civil Informatica - Poseer experiencia de al menos 5 años liderando proyectos de desarrollo de sofware - Residencia en el Gran Concepción - Disponibilidad para trabajo en terreno tanto dentro del país, como también fuera de este Conocimiento de las siguientes tecnologías: - Conocimiento en metodologías de desarrollo Ágiles. - Conocimiento profundo de los principios Scrum. - Manejo de Product Backlog, Sprint Backlog - Conocimiento de GitHub - Manejo de Contenedores, Kubernetes y Dockers - Conocimiento de desarrollo en Phyton. Otras Habilidades y Competencias: - Resolutivo/a - Comunicativo/a - Organizado/a
POWER CENTER;por defecto;por defecto;Power Center En Seidor estamos en búsqueda de profesionales con al menos 3 años de experiencia en el cargo para importante cliente. Habilidades: Manejo en Power Center Bases de datos Oracle. Desarrollo Java Manejo de lenguaje Bash Script para construir shell Manejo de metodología ágil Opcional conocimientos de mallas control-M Opcional conocimiento infraestructura cloud Contrato: plazo fijo e indefinido Modalidad: hibrido
SUPERVISOR TÉCNICO PARA TORRES DE TELECOMUNICACIONES (MM.OO/RF) - SANTIAGO;por defecto;por defecto;¿Que Buscamos? Importante empresa del rubro de las telecomunicaciones se encuentra en busca de supervisores en terreno (Jefes de Grupo) para nuevo proyecto de telecomunicaciones, con conocimiento en networking para la configuración e instalación de Router Y antenas GPS. ¿Cuáles son las actividades? Configuración e instalación de Router en sitios celulares (torres de telecomunicaciones). Velar por el buen uso de las herramientas de trabajo entregadas a su cargo. Cumplir con todas las normas de seguridad que apliquen, como asimismo de los procedimientos y protocolos involucrados. Generar informe técnico al finalizar instalación. Cerciorarse que los materiales entregados, cumpla con los requeridos para el proyecto asignado Requisitos Ingeniero o Técnico en telecomunicaciones, conectividad y Redes. Licencia de Conducir Clase B. (Excluyente). Condición física acorde a trabajos en altura. Conocimiento en instalación y configuración de Router. Capacidad de Liderazgo y manejo de trabajo en equipo. Haremos mejor Match, si posee conocimientos en Enlaces MM.OO a nivel sitios móviles. Beneficios ¿Qué ofrecemos? Contrato de trabajo. Seguro complementario de salud y Vida. Caja de Compensaciones Los Andes. Otros beneficios y convenios.
CONSULTOR SAP RE;por defecto;por defecto;Se avecinan nuevas vacantes de especialistas SAP en nuestro equipo Estamos buscando un Consultor SAP Módulo RE para unirse a nuestro equipo y contribuir a la implementación y mejora de la gestión de bienes raíces de nuestros clientes utilizando las soluciones SAP. Responsabilidades Clave Implementación de SAP RE: Desarrollar e implementar el módulo SAP RE, asegurando su correcta adaptación a las necesidades del cliente y su integración eficaz con otros módulos SAP. Gestión de Proyectos Inmobiliarios: Diseñar y optimizar procesos de gestión de bienes raíces, garantizando eficiencia y cumplimiento normativo. Asesoría Estratégica: Proporcionar asesoramiento experto en la utilización del módulo SAP RE para maximizar su potencial y alinearse con los objetivos del negocio. Soporte Técnico: Ofrecer soporte continuo para la identificación y resolución de problemas, asegurando el uso eficiente del módulo SAP RE. Formación de Usuarios: Capacitar a los usuarios finales para asegurar el dominio y el uso efectivo del módulo SAP RE. Requisitos Indispensables Al menos 3 años de experiencia en consultoría SAP RE. Conocimiento sólido en gestión de bienes raíces y administración de propiedad. Excelentes habilidades analíticas y de resolución de problemas. Capacidad para trabajar de manera autónoma y en colaboración con equipos transversales. Habilidades de comunicación clara y efectiva. Requisitos Deseables Certificación en SAP RE. Experiencia en la integración de SAP RE con otros módulos como FI y CO. Experiencia en entornos de trabajo internacionales o multiculturales. ¿Qué te ofrecemos al ser parte de nuestro equipo? Contrato indefinido con un competitivo paquete de beneficios. Oportunidades de desarrollo profesional y formación continua. Participación en proyectos innovadores y desafiantes dentro del mundo SAP. Un entorno de trabajo colaborativo y flexible que promueve el crecimiento personal y profesional. Clases de inglés con cobertura total por nuestra parte. ¡Esperamos saber de ti muy pronto!
DESARROLLADOR FULLSTACK;por defecto;por defecto;Nos encontramos en búsqueda de un programador fullstack senior, con al menos 4 años de experiencia en IONIC FW7, React Native y Node.Js para trabajar con uno de nuestros clientes. Funciones del Cargo: Desarrollo y mantención de aplicaciones móviles Deseable experiencia en Capacitor, .Net, MySQL, Postgress y SQL Server Formación Académica: Ingeniería de Ejecución en Informática, Analista Programador, Informática o carrera afín, Titulado Se Ofrece: Tipo Contrato: Proyecto Modalidad de trabajo: Remoto Horario: Lunes a Jueves de 8:30 a 18:30 / Viernes 8:30 a 17:30 hrs
SUPERVISOR TÉCNICO, (TEMUCO) PARA TORRES DE TELECOMUNICACIONES SITIOS MÓVILES.;por defecto;por defecto;¡Ésta es tu oportunidad! Buscamos a jóvenes con experiencia en configuración e instalación de antenas móviles en torres de telecomunicaciones. Viajando por todo Chile, siendo parte de proyectos que ayuden a conectar a personas de diferentes localidades de nuestro país o el mundo. Proyecto de Ultima Milla (UM). ¿Cuáles son las actividades? Configuración e instalación de antenas en torres de telecomunicaciones para proyecto de transmisión (Microondas y terminales de Fibra Óptica) Coordinación de la ejecución de trabajos en terreno. Generar informes técnicos operativos. Cumplir con actividades según normas de seguridad. Registrar y reportar incidencias del trabajo. Gestiones administrativas relacionadas al funcionamiento del Teams. Conducción del vehículo corporativo. REQUISITOS ¿Qué buscamos? Experiencia y conocimiento de almenos 2 años en enlaces Microondas y Fibra Optica. Conocimientos de la red del cliente y los procesos y subprocesos para iniciar trabajos en terreno. Manejo de Equipamientos de medición. Conocimiento de normas de seguridad para trabajos en altura. Conocimientos básicos en Microsoft Office. Hombres y mujeres con salud compatible para trabajos en altura física, geográfica, y espacios confinados Que cuenten con disposición para trabajar fuera de su zona de residencia. Licencia de Conducir Clase B Vigente. BENEFICIOS ¿Qué ofrecemos? Contrato de trabajo. Seguro complementario de salud y Vida. Caja de Compensaciones Los Andes. Otros beneficios y convenios. OLITEL está decidida a ofrecer igualdad de oportunidades en todos los procesos laborales, ejerciendo una cultura de inclusión y no discriminación, tomamos las decisiones laborales basándonos en el mérito y sin tener en cuenta ningún factor como raza, color, nacionalidad, religión, sexo o identidad de género, orientación sexual, edad, estado civil, discapacidad etc
SUPERVISOR TECNICO PARA EQUIPOS DE SITIOS MÓVILES (MM.OO/RF) - SANTIAGO;por defecto;por defecto;¿Que Buscamos? Importante empresa del rubro de las telecomunicaciones se encuentra en busca de supervisores en terreno (Jefes de Grupo) para nuevo proyecto de telecomunicaciones, con conocimiento en networking para la configuración e instalación de Router Y antenas GPS. ¿Cuáles son las actividades? Configuración e instalación de Router en sitios celulares (torres de telecomunicaciones). Velar por el buen uso de las herramientas de trabajo entregadas a su cargo. Cumplir con todas las normas de seguridad que apliquen, como asimismo de los procedimientos y protocolos involucrados. Generar informe técnico al finalizar instalación. Cerciorarse que los materiales entregados, cumpla con los requeridos para el proyecto asignado Requisitos Ingeniero o Técnico en telecomunicaciones, conectividad y Redes. Licencia de Conducir Clase B. (Excluyente). Condición física acorde a trabajos en altura. Conocimiento en instalación y configuración de Router. Capacidad de Liderazgo y manejo de trabajo en equipo. Haremos mejor Match, si posee conocimientos en Enlaces MM.OO a nivel sitios móviles. Beneficios ¿Qué ofrecemos? Contrato de trabajo. Seguro complementario de salud y Vida. Caja de Compensaciones Los Andes. Otros beneficios y convenios.
PLANIFICADOR;por defecto;por defecto;Empresa de servicios de telecomunicaciones para industria minera, se encuentra en búsqueda de un Asistente Recursos Humanos. Requisitos: • Formación profesional en Informática, Logística o Electrónica. • Experiencia mínima 3 años en cargos de planificación de mantenimiento minero. • Experiencia en manejo de módulo de mantenimiento SAP. • Experiencia en el rubro minero. • Conocimientos en sistemas de reportabilidad e inteligencia de negocios. • Licencia de conducir (deseable) Trabajo presencial en Providencia Salud compatible con el cargo. Si cumples con los requisitos te invitamos a postular con nosotros. ¡Te esperamos!
ANALISTA DE PROCESOS.;por defecto;por defecto;Una consultora de tecnología de seguridad, reconocida por su enfoque innovador en la optimización de procesos y seguridad TI, busca incorporar a su equipo a un Ingeniero de Procesos Semisenior con experiencia en gestión de procesos TI o en áreas funcionales de control interno, auditoría, o GRC (Governance, Risk &amp; Compliance). Responsabilidades: Diseñar y optimizar procesos que aseguren la eficiencia y seguridad operativa dentro de la organización. Colaborar con equipos técnicos y de auditoría para implementar prácticas de control interno. Desarrollar estrategias de mejora continua alineadas con los marcos GRC. Identificar riesgos potenciales en procesos operativos y proponer soluciones para mitigarlos. Asegurar el cumplimiento de normativas y regulaciones aplicables en el ámbito TI y de control interno. Requisitos: Experiencia comprobable en procesos TI o áreas funcionales de control interno, auditoría o GRC. Conocimiento de normativas y estándares de seguridad TI (ISO, NIST, entre otros). Habilidades analíticas para identificar y mejorar flujos de trabajo y procedimientos. Fuertes habilidades interpersonales para colaborar con equipos multidisciplinarios. Capacidad para trabajar de manera remota, con una buena gestión del tiempo y de prioridades. Experiencia en gestión de proyectos será un plus. Perfil semisenior con al menos 3 años de experiencia en roles similares. Se Ofrece: Trabajo remoto desde Chile con horario flexible. Oportunidad de desarrollo profesional en una consultora de tecnología de vanguardia. Ambiente de trabajo colaborativo y dinámico. Participación en proyectos de alta relevancia en el sector de la seguridad TI.
ADMINISTRADOR DE PLATAFORMA SEMI SENIOR;por defecto;por defecto;ACTIS esta en búsqueda de los mejores profesionales titulados con perfil administrador de plataforma semi senior con 3 años de experiencia en la administración, gestión y mantenimiento de la infraestructura tecnológica de la institución. El cual debe poseer experiencia en la administración de plataformas virtualizadas, soluciones de respaldo, servidores, y servicios en la nube, así como habilidades sólidas en la resolución de problemas y soporte técnico. Responsabilidades 1) Administración y gestión de plataforma VMWare vCenter: - Monitoreo y mantenimiento de la infraestructura virtual. -Gestión de recursos y optimización del rendimiento. - Implementación de políticas de seguridad y actualizaciones. 2) Administración y gestión de plataforma Veeam Backup &amp; Replication 11 o superior:-Configuración y monitoreo de trabajos de respaldo. -Verificación y validación de restauraciones. -Gestión de almacenamiento y optimización de recursos de backup. 3) Administración y gestión de servidores Microsoft y Linux: -Instalación, configuración y mantenimiento de servidores. -Aplicación de parches y actualizaciones de seguridad. -Resolución de problemas de rendimiento y disponibilidad. 4) Administración de plataforma Azure: -Gestión de recursos y servicios en la nube. -Implementación y administración de soluciones basadas en Azure. -Monitoreo de la seguridad y cumplimiento de políticas. 5) Soporte técnico para resolver problemas relacionados con la Infraestructura TI: -Atención a solicitudes y tickets de soporte. -Diagnóstico y resolución de incidentes técnicos. -Comunicación efectiva con los usuarios finales. 6) Diagnosticar y solucionar problemas en la infraestructura TI y/o escalarlos a soporte con la marca o proveedor: -Identificación de la causa raíz de problemas complejos. - Coordinación con proveedores para soporte avanzado. -Implementación de soluciones permanentes. 7) Mantener un registro de incidentes y soluciones aplicadas: -Registro detallado de todos los incidentes y sus resoluciones. -Análisis de tendencias y elaboración de informes de rendimiento. -Propuestas de mejoras continuas basadas en los registros. Requisitos a) Profesionales Titulados b) Mas de 3 años de experiencia en el rubro c) Experiencia demostrable en VMWare d) Experiencia demostrable en Veeam e) Describir en su CV por cada experiencia laborar las tecnologías ocupadas de forma detallada Las solicitudes que no cumplan con el ITEM de Requisitos serán descartados
PRACTICANTE CONTROL DE GESTIÓN Y COBRANZAS, TELECOMUNICACIONES - SANTIAGO;por defecto;por defecto;importante empresa del rubro de las telecomunicaciones se encuentra en búsqueda de nuestro/a próximo/a Practicante de Control de Gestión en Chile y Perú. Tendrá la importante misión de desarrollar procedimientos y mejoras de procesos. Debes ser una persona con buena comunicación, analítica y proactiva. ¿Cuáles son las actividades? Realizar procedimientos de: pagos de bonos y HHEE. Ejecución de EE. RR, desde la contabilidad hasta el seguimiento con las distintas áreas. Documentación de procesos aprendidos. Entre otras actividades del área. Requisitos ¿Qué buscamos? Estudiantes de las carreras de: Ingeniería en Control de Gestión, Ingeniería Civil Industrial, o carreras afines. Manejo de Excel intermedio- avanzado. Conocimiento deseable en Bizagi. Beneficios ¿Qué ofrecemos? Horario de lunes a jueves desde las 8:45 a 18:00 horas. Viernes desde las 8:45 a 16:45 horas. Modalidad de trabajo: Presencial Asignación de colación y movilización
LÍDER TÉCNICO BLOCKCHAIN - SANTIAGO;por defecto;por defecto;Nuestro ciente, Nuestro cliente importante institución ligada al sector eléctrico se encuentra en búsqueda de un especialista Blockchain para asumir como líder técnico en formato híbrido. Función: - Mantener estable y operativo el sistema, bajo los SLA comprometido, garantizando su seguridad y escalabilidad. - Alinear las expectativas del usuario externo e interno con la vision técnica de la plataforma, garantizando calidad y cumplimiento de todos los requisitos funcionales. - Gestionar el ciclo de vida del Desarrollo del Sistema (Diseño, implementación, pruebas y mantenimiento), adicionalmente, si se requieren trabajos mayores que involucren un proveedor de servicios, debe tener la capacidad de generar los terminos de referencia para poder cotizar servicios. - Resolver Problemas Técnicos Críticos, proporcionar orientación durante los momentos clave de resolución, identificando las fallas y remediando según los procesos establecidos. - Trabajar en colaboración con otros departamentos y servicios; trabajando estrechamente con equipos de Infraestructura, QA y Arquitectura, resolver problemas con el servicio SaaS de Blockchain, entre otros. - Ejecutar diagnósticos de forma periódica, que aseguren que la salud del aplicativo y ejecutar medidas para la detección temprana de problemas y mejoras del sistema, especialmente en experiencia cliente, performance, ahorro y otros. Conocimientos específicos: - Typescript - Smart Contract/Solidity - AWS - Docker - Loopback - Nuxt/ Vue - Express
ANALISTA DE DATOS;por defecto;por defecto;Empresa ubicada en la comuna de Providencia y relacionada al rubro de servicios automotrices y de transporte, requiere incorporar a su departamento de Administración y Finanzas a un “Analista de Datos-Programador”. Requisitos: - Formación Académica: Analista, Programador, Ingeniero o relacionado. - Experiencia mínima 2-3 años comprobable. **Principales funciones: Deberá ejecutar, controlar y mejorar los actuales procesos que se realizan en el Área de Datos en base a las reglas de negocios que se definan. Generar informes y atender requerimientos específicos tanto de nuestros clientes externos como internos. Además, deberá ser apoyo en la administración de herramienta de discador a nivel operativo para la correcta ejecución de campañas, herramienta para la cual será capacitado. **Habilidades y conocimientos: Conocimientos en Bases de datos y Procedimientos almacenados en Sql Server (nivel Básico-Medio). **Aptitudes necesarias: - Honestidad y discreción con información sensible y confidencial de la empresa. - Responsable con las labores asignadas. - Habilidades de comunicación oral y escrita. - Autonomía, iniciativa, organizado, metódico en el desempeño de sus funciones. - Capacidad de trabajo en equipo, así como también con otras áreas, cordial y cooperativo. **Que ofrecemos: -Horario Lunes a Jueves 08:30-18:00 y Viernes 08:30-16:00 hrs. -Se realizan turnos los días sábados, rotativos (teletrabajo) -Primer contrato plazo fijo, segundo 2 meses, y tercero indefinido. -Incorporación a un equipo comprometido y colaborativo. -Grato ambiente laboral. -Seguro complementario de salud. -Caja de compensación. Tipo de puesto: Plazo fijo, Indefinido – 100% presencial. Si cumples con los requisitos y te interesa formar parte de nuestro equipo, postula con nosotros.
